,city id,city,country,latitude,longitute,temperature(C),humidity(%),wind speed(mps),cloud(%),receive date
129,3935624,Macusani,PE,-14.0833,-70.4333,0.17,68,1.3,5,20-06-2022 13:51:10
130,1790959,Taicheng,CN,38.731,113.228,29.49,34,1.38,5,20-06-2022 13:51:11
131,3579925,St. George's,GD,12.0564,-61.7485,26.82,78,7.72,20,20-06-2022 13:51:11
132,1255713,Sorab,IN,14.3833,75.1,25.85,67,4.76,98,20-06-2022 13:51:13
133,2082539,Merauke,ID,-8.4667,140.3333,25.53,89,3.94,100,20-06-2022 13:51:13
134,293842,Kiryat Gat,IL,31.61,34.7642,20.08,100,0.3,0,20-06-2022 13:51:14
135,3428068,San Vicente,AR,-26.6167,-54.1333,9.58,98,0.76,27,20-06-2022 13:51:15
136,2068110,Kununurra,AU,-15.7667,128.7333,30.99,23,7.2,88,20-06-2022 13:51:15
137,1337301,Jakar,BT,27.5492,90.7525,15.83,94,1.21,100,20-06-2022 13:51:16
138,1850523,Tateyama,JP,34.9833,139.8667,23.08,91,8.08,100,20-06-2022 13:51:17
139,1215502,Banda Aceh,ID,5.5577,95.3222,29.46,64,1.74,74,20-06-2022 13:51:18
140,3448455,São Miguel do Araguaia,BR,-13.275,-50.1628,21.66,37,1.67,0,20-06-2022 13:51:18
141,933815,Dekar,BW,-21.5333,21.9333,13.12,47,5.45,0,20-06-2022 13:51:19
142,3581194,San Ignacio,BZ,17.1561,-89.0714,23.08,100,0.0,0,20-06-2022 13:51:20
143,3893629,Coquimbo,CL,-29.9533,-71.3436,9.85,93,2.06,20,20-06-2022 13:51:21
144,3359638,Walvis Bay,NA,-22.9575,14.5053,12.53,94,3.09,4,20-06-2022 13:51:16
145,933211,Nokaneng,BW,-19.6667,22.2667,12.34,51,3.6,3,20-06-2022 13:51:22
146,216281,Goma,CD,-1.6792,29.2228,16.86,86,0.92,89,20-06-2022 13:51:23
147,935215,Saint-Philippe,RE,-21.3585,55.7679,17.77,76,6.75,77,20-06-2022 13:51:24
148,1006984,East London,ZA,-33.0153,27.9116,13.52,88,2.57,20,20-06-2022 13:46:29
149,1255981,Sītāmau,IN,24.0167,75.35,30.53,58,7.52,7,20-06-2022 13:51:25
150,108410,Riyadh,SA,24.6877,46.7219,28.08,7,1.04,4,20-06-2022 13:47:15
151,359792,Aswān,EG,24.0934,32.907,27.61,21,5.14,0,20-06-2022 13:51:26
152,2446796,Bilma,NE,18.6853,12.9164,28.76,14,5.29,0,20-06-2022 13:51:27
153,3652584,Puyo,EC,-1.4667,-77.9833,17.75,98,1.1,87,20-06-2022 13:51:28
154,5546220,Saint George,US,37.1041,-113.5841,26.33,8,3.6,0,20-06-2022 13:51:28
155,3386177,Trairi,BR,-3.2778,-39.2689,24.43,91,4.77,3,20-06-2022 13:49:42
156,3374083,Bathsheba,BB,13.2167,-59.5167,27.34,74,7.72,40,20-06-2022 13:51:30
157,2381334,Atar,MR,20.5169,-13.0499,25.4,77,2.32,99,20-06-2022 13:51:30
158,3592086,Ocós,GT,14.5094,-92.1933,24.85,90,5.3,100,20-06-2022 13:51:31
159,3604251,Olanchito,HN,15.5,-86.5667,23.91,98,0.94,100,20-06-2022 13:51:32
160,1224061,Wattegama,LK,6.7989,81.4808,30.4,56,2.72,100,20-06-2022 13:51:33
161,3694112,Paita,PE,-5.0892,-81.1144,17.44,85,5.63,26,20-06-2022 13:51:34
162,3174050,Province of Mantua,IT,45.1667,10.7833,19.59,83,1.64,0,20-06-2022 13:51:34
163,1252908,Wāshīm,IN,20.1,77.15,28.21,64,4.75,100,20-06-2022 13:51:35
164,5962442,Goderich,CA,43.7501,-81.7165,14.18,58,1.54,100,20-06-2022 13:51:36
165,1262260,Nagapattinam,IN,10.7667,79.8333,31.5,56,3.48,100,20-06-2022 13:51:37
